"Recip_County","Recip_State","Lat","Long"
"McDonough County","IL",40.455808,-90.678954
"McHenry County","IL",42.324298,-88.452245
"McLean County","IL",40.494559,-88.844539
"Macon County","IL",39.860237,-88.961529
"Macoupin County","IL",39.265914,-89.92633
"Madison County","IL",38.82712,-89.900227
"Marion County","IL",38.648236,-88.920362
"Marshall County","IL",41.031119,-89.342371
"Mason County","IL",40.236993,-89.913575
"Massac County","IL",37.216119,-88.705658
"Menard County","IL",40.022569,-89.794133
"Mercer County","IL",41.205605,-90.74177
"Monroe County","IL",38.277983,-90.179078
"Montgomery County","IL",39.228068,-89.478141
"Morgan County","IL",39.717668,-90.205005
"Moultrie County","IL",39.636896,-88.625726
"Ogle County","IL",42.041884,-89.320176
"Peoria County","IL",40.785972,-89.766993
"Perry County","IL",38.084381,-89.368525
"Piatt County","IL",40.009033,-88.592355
"Pike County","IL",39.625106,-90.889034
"Pope County","IL",37.417169,-88.542374
"Pulaski County","IL",37.215615,-89.127755
"Putnam County","IL",41.198961,-89.298347
"Randolph County","IL",38.056515,-89.82121
"Richland County","IL",38.712187,-88.085452
"Rock Island County","IL",41.468421,-90.572125
"St. Clair County","IL",38.470198,-89.928546
"Saline County","IL",37.751508,-88.545024
"Sangamon County","IL",39.756886,-89.662435
"Schuyler County","IL",40.156905,-90.613464
"Scott County","IL",39.637002,-90.477771
"Shelby County","IL",39.384917,-88.798865
"Stark County","IL",41.096908,-89.797411
"Stephenson County","IL",42.349726,-89.665994
"Tazewell County","IL",40.508074,-89.51626
"Union County","IL",37.485652,-89.244639
"Vermilion County","IL",40.186754,-87.726778
"Wabash County","IL",38.445821,-87.839167
"Warren County","IL",40.850441,-90.620223
"Washington County","IL",38.35314,-89.417187
"Wayne County","IL",38.431857,-88.43243
"White County","IL",38.087326,-88.178623
"Whiteside County","IL",41.750673,-89.911005
"Will County","IL",41.448474,-87.978456
"Williamson County","IL",37.730353,-88.930018
"Winnebago County","IL",42.337396,-89.161205
"Woodford County","IL",40.789787,-89.210587
"Adams County","IN",40.74573,-84.936134
"Allen County","IN",41.091909,-85.071791
"Bartholomew County","IN",39.205843,-85.897999
"Benton County","IN",40.600939,-87.314786
"Blackford County","IN",40.472672,-85.32373
"Boone County","IN",40.050892,-86.469014
"Brown County","IN",39.195113,-86.230121
"Carroll County","IN",40.58498,-86.565141
"Cass County","IN",40.753799,-86.355168
"Clark County","IN",38.476217,-85.711122
"Clay County","IN",39.393928,-87.115858
"Clinton County","IN",40.305944,-86.477567
"Crawford County","IN",38.289433,-86.440871
"Daviess County","IN",38.69609,-87.076943
"Dearborn County","IN",39.140897,-84.975868
"Decatur County","IN",39.30598,-85.499831
"DeKalb County","IN",41.39676,-85.002697
"Delaware County","IN",40.227543,-85.399262
"Dubois County","IN",38.373344,-86.873385
"Elkhart County","IN",41.600693,-85.863986
"Fayette County","IN",39.639655,-85.185032
"Floyd County","IN",38.318081,-85.911847
"Fountain County","IN",40.121237,-87.234872
"Franklin County","IN",39.409762,-85.066964
"Fulton County","IN",41.050384,-86.265006
"Gibson County","IN",38.317398,-87.580523
"Grant County","IN",40.515758,-85.654946
"Greene County","IN",39.047147,-87.004771
"Hamilton County","IN",40.053513,-86.021709
"Hancock County","IN",39.822529,-85.77315
"Harrison County","IN",38.186454,-86.103766
"Hendricks County","IN",39.768963,-86.509908
"Henry County","IN",39.929591,-85.397363
"Howard County","IN",40.483537,-86.114118
"Huntington County","IN",40.826394,-85.478597
"Jackson County","IN",38.911957,-86.042516
"Jasper County","IN",41.017688,-87.118814
"Jay County","IN",40.434956,-85.002331
"Jefferson County","IN",38.783604,-85.44009
"Jennings County","IN",38.996229,-85.628103
"Johnson County","IN",39.496092,-86.094264
"Knox County","IN",38.688381,-87.420358
"Kosciusko County","IN",41.244293,-85.861575
"LaGrange County","IN",41.642462,-85.427845
"Lake County","IN",41.472247,-87.374337
"LaPorte County","IN",41.549013,-86.744739
"Lawrence County","IN",38.839815,-86.48782
"Madison County","IN",40.166203,-85.722454
"Marion County","IN",39.782976,-86.135794
"Marshall County","IN",41.325003,-86.269036
"Martin County","IN",38.705322,-86.801847
"Miami County","IN",40.772883,-86.044258
"Monroe County","IN",39.160729,-86.52331
"Montgomery County","IN",40.040296,-86.892715
"Morgan County","IN",39.482646,-86.447457
"Newton County","IN",40.962399,-87.402172
"Noble County","IN",41.404679,-85.417271
"Ohio County","IN",38.940527,-84.964299
"Orange County","IN",38.547381,-86.489257
"Owen County","IN",39.317339,-86.838845
"Parke County","IN",39.77425,-87.19695
"Perry County","IN",38.081436,-86.62654
"Pike County","IN",38.397961,-87.232547
"Porter County","IN",41.509914,-87.071313
"Posey County","IN",38.027614,-87.868653
"Pulaski County","IN",41.045272,-86.692538
"Putnam County","IN",39.665548,-86.853373
"Randolph County","IN",40.164079,-85.00579
"Ripley County","IN",39.100226,-85.260494
"Rush County","IN",39.622362,-85.466529
"St. Joseph County","IN",41.617723,-86.288048
"Scott County","IN",38.679431,-85.751898
"Shelby County","IN",39.524135,-85.792174
"Spencer County","IN",38.009697,-87.010375
"Starke County","IN",41.284478,-86.644636
"Steuben County","IN",41.643467,-85.002405
"Sullivan County","IN",39.089225,-87.415843
"Switzerland County","IN",38.825854,-85.029681
"Tippecanoe County","IN",40.389133,-86.893554
"Tipton County","IN",40.310229,-86.056207
"Union County","IN",39.623094,-84.925145
"Vanderburgh County","IN",38.02007,-87.586166
"Vermillion County","IN",39.854045,-87.462071
"Vigo County","IN",39.430874,-87.390989
"Wabash County","IN",40.843747,-85.795192
"Warren County","IN",40.352498,-87.375163
"Warrick County","IN",38.097728,-87.272049
"Washington County","IN",38.600613,-86.104751
"Wayne County","IN",39.863091,-85.006735
"Wells County","IN",40.735547,-85.213349
"White County","IN",40.75095,-86.864293
"Whitley County","IN",41.136426,-85.501892
"Adair County","IA",41.328528,-94.478164
"Adams County","IA",41.021656,-94.696906
"Allamakee County","IA",43.274964,-91.382751
"Appanoose County","IA",40.744249,-92.873062
"Audubon County","IA",41.679178,-94.904312
"Benton County","IA",42.092547,-92.05763
"Black Hawk County","IA",42.471132,-92.3076
"Boone County","IA",42.038623,-93.938605
"Bremer County","IA",42.780895,-92.327356
"Buchanan County","IA",42.470328,-91.838666
"Buena Vista County","IA",42.741522,-95.141432
"Butler County","IA",42.734757,-92.780153
"Calhoun County","IA",42.38617,-94.643683
"Carroll County","IA",42.039502,-94.86765
"Cass County","IA",41.333824,-94.933302
"Cedar County","IA",41.77236,-91.132611
"Cerro Gordo County","IA",43.074975,-93.250965
"Cherokee County","IA",42.742737,-95.633262
"Chickasaw County","IA",43.059741,-92.31721
"Clarke County","IA",41.029726,-93.785259
"Clay County","IA",43.081224,-95.149875
"Clayton County","IA",42.840985,-91.323576
"Clinton County","IA",41.898073,-90.534243
"Crawford County","IA",42.043119,-95.38909
"Dallas County","IA",41.68532,-94.040706
"Davis County","IA",40.748089,-92.410345
"Decatur County","IA",40.736379,-93.78458
"Delaware County","IA",42.472937,-91.366767
"Des Moines County","IA",40.915339,-91.186925
"Dickinson County","IA",43.389611,-95.196057
"Dubuque County","IA",42.463481,-90.878771
"Emmet County","IA",43.377984,-94.66937
"Fayette County","IA",42.864122,-91.840376
"Floyd County","IA",43.052741,-92.787367
"Franklin County","IA",42.736545,-93.271415
"Fremont County","IA",40.74259,-95.599182
"Greene County","IA",42.042513,-94.388727
"Grundy County","IA",42.403339,-92.790244
"Guthrie County","IA",41.683573,-94.501272
"Hamilton County","IA",42.390789,-93.70913
"Hancock County","IA",43.075411,-93.743697
"Hardin County","IA",42.390208,-93.241669
"Harrison County","IA",41.688584,-95.827149
"Henry County","IA",40.984802,-91.547259
"Howard County","IA",43.365312,-92.321908
"Humboldt County","IA",42.782221,-94.202775
"Ida County","IA",42.39186,-95.507421
"Iowa County","IA",41.683918,-92.059123
"Jackson County","IA",42.164226,-90.574582
"Jasper County","IA",41.685551,-93.054147
"Jefferson County","IA",41.006376,-91.966628
"Johnson County","IA",41.670668,-91.590529
"Jones County","IA",42.125118,-91.116914
"Keokuk County","IA",41.331182,-92.167721
"Kossuth County","IA",43.212356,-94.213965
"Lee County","IA",40.647588,-91.477157
"Linn County","IA",42.077951,-91.597674
"Louisa County","IA",41.218211,-91.256994
"Lucas County","IA",41.033344,-93.331467
"Lyon County","IA",43.38358,-96.207201
"Madison County","IA",41.330622,-94.015184
"Mahaska County","IA",41.330797,-92.636366
"Marion County","IA",41.331433,-93.093868
"Marshall County","IA",42.0417,-92.981403
"Mills County","IA",41.033703,-95.619101
"Mitchell County","IA",43.348564,-92.784466
"Monona County","IA",42.049432,-95.956566
"Monroe County","IA",41.028847,-92.869642
"Montgomery County","IA",41.021735,-95.15779
"Muscatine County","IA",41.483776,-91.118699
